name,CMC,Type,Color,Set,Collector Number,Rarity,Color Category,status,Finish,board,maybeboard,image URL,image Back URL,tags,Notes,MTGO ID,Custom,Voucher,Artist
"Steam Vents",0,"Land - Island Mountain",,"gpt","164",rare,Lands,Owned,Non-foil,mainboard,false,,,"🧙 Tolaria","",23739,false,false,"Rob Alexander"
"Thundering Falls",0,"Land - Island Mountain",,"mkm","269",rare,Lands,Owned,Non-foil,mainboard,false,,,"🧙 Tolaria","",122030,false,false,"Grady Frederick"
"Scalding Tarn",0,"Land",UR,"zen","223",rare,Lands,Owned,Non-foil,mainboard,false,,,"🧙 Tolaria","",34590,false,false,"Philip Straub"
"Bayou",0,"Land - Swamp Forest",,"2ed","279",rare,Lands,Owned,Non-foil,mainboard,false,,,"🧙 Tolaria","",-1,false,false,"Jesper Myrfors"
"Overgrown Tomb",0,"Land - Swamp Forest",,"rav","279",rare,Lands,Owned,Non-foil,mainboard,false,,,"🧙 Tolaria","",23592,false,false,"Rob Alexander"
"Verdant Catacombs",0,"Land",GB,"mh2","440",rare,Lands,Owned,Non-foil,mainboard,false,,,"🧙 Tolaria","",91153,false,false,"Vance Kovacs"
"Restless Cottage",0,"Land",,"woe","258",rare,Lands,Owned,Non-foil,mainboard,false,,,"🧙 Tolaria","",116904,false,false,"Jesper Ejsing"
"Plateau",0,"Land - Mountain Plains",,"2ed","280",rare,Lands,Owned,Non-foil,mainboard,false,,,"🧙 Tolaria","",-1,false,false,"Drew Tucker"
"Sacred Foundry",0,"Land - Mountain Plains",,"rav","280",rare,Lands,Owned,Non-foil,mainboard,false,,,"🧙 Tolaria","",23590,false,false,"Rob Alexander"
"Elegant Parlor",0,"Land - Mountain Plains",,"mkm","260",rare,Lands,Owned,Non-foil,mainboard,false,,,"🧙 Tolaria","",122012,false,false,"Kamila Szutenberg"
"Arid Mesa",0,"Land",RW,"mh2","436",rare,Lands,Owned,Non-foil,mainboard,false,,,"🧙 Tolaria","",91145,false,false,"Raymond Swanland"
"Breeding Pool",0,"Land - Forest Island",,"dis","172",rare,Lands,Owned,Non-foil,mainboard,false,,,"🧙 Tolaria","",24029,false,false,"Rob Alexander"
"Tropical Island",0,"Land - Forest Island",,"2ed","284",rare,Lands,Owned,Non-foil,mainboard,false,,,"🧙 Tolaria","",-1,false,false,"Jesper Myrfors"
"Hedge Maze",0,"Land - Forest Island",,"mkm","262",rare,Lands,Owned,Non-foil,mainboard,false,,,"🧙 Tolaria","",122016,false,false,"Andrew Mar"
"Misty Rainforest",0,"Land",GU,"mh2","438",rare,Lands,Owned,Non-foil,mainboard,false,,,"🧙 Tolaria","",91149,false,false,"Shelly Wan"
"Bazaar of Baghdad",0,"Land",,"arn","70",uncommon,Lands,Owned,Non-foil,mainboard,false,,,"🧙 Tolaria","",-1,false,false,"Jeff A. Menges"
"Urza's Saga",0,"Enchantment Land - Urza's Saga",,"mh2","380",rare,Lands,Owned,Non-foil,mainboard,false,,,"🧙 Tolaria","",-1,false,false,"Titus Lunter"
"Tolarian Academy",0,"Legendary Land",,"usg","330",rare,Lands,Owned,Non-foil,mainboard,false,,,"🧙 Tolaria","",11931,false,false,"Stephen Daniele"
"Mishra's Workshop",0,"Land",,"atq","81",rare,Lands,Owned,Non-foil,mainboard,false,,,"🧙 Tolaria","",-1,false,false,"Kaja Foglio"
"Lion Sash",2,"Artifact Creature - Equipment Cat",W,"plst","NEO-26",rare,null,Not Owned,Non-foil,mainboard,false,,,"🧙 Tolaria","",-1,false,false,"Yongjae Choi"
"Paradoxical Outcome",4,"Instant",U,"kld","60",rare,null,Not Owned,Non-foil,mainboard,false,,,"🧙 Tolaria","",61909,false,false,"Nils Hamm"
"Loch Mare",2,"Creature - Horse Serpent",U,"ecl","307",mythic,null,Not Owned,Non-foil,mainboard,false,,,"🧙 Tolaria","",147127,false,false,"Isabella Mazzanti"
"Stern Scolding",1,"Instant",U,"ltr","71",uncommon,null,Owned,Non-foil,mainboard,false,,,"🧙 Tolaria","",112052,false,false,"Valera Lutfullina"
"The Meathook Massacre",2,"Legendary Enchantment",B,"mid","112",mythic,null,Owned,Non-foil,mainboard,false,,,"🧙 Tolaria","",93186,false,false,"Chris Seaman"
"Meltstrider's Resolve",1,"Enchantment - Aura",G,"eoe","199",uncommon,null,Owned,Foil,mainboard,false,,,"🌳 Gaea","",143011,false,false,"Carlos Palma Cruchaga"
"Scavenging Ooze",2,"Creature - Ooze",G,"m14","195",rare,null,Owned,Non-foil,mainboard,false,,,"🧙 Tolaria","",49271,false,false,"Austin Hsu"
"Eternal Witness",3,"Creature - Human Shaman",G,"5dn","86",uncommon,null,Owned,Non-foil,mainboard,false,,,"🌳 Gaea","",20856,false,false,"Terese Nielsen"
"Starting Town",0,"Land - Town",,"fin","289",rare,null,Owned,Non-foil,mainboard,false,,,"🧙 Tolaria","",141555,false,false,"Hristo D. Chukov"
"Multiversal Passage",0,"Land",,"spm","180",rare,null,Owned,Non-foil,mainboard,false,,,"🌳 Gaea","",153603,false,false,"Pablo Mendoza"
"Watery Grave",0,"Land - Island Swamp",BU,"gtc","249",rare,null,Owned,Non-foil,mainboard,false,,,"🌳 Gaea","",47471,false,false,"Raymond Swanland"
"Ephemerate",1,"Instant",W,"mh1","7",common,null,Not Owned,Non-foil,mainboard,false,,,"🌳 Gaea","",72386,false,false,"Bastien L. Deharme"
"Brain Freeze",2,"Instant",U,"soa","13",rare,null,Not Owned,Non-foil,mainboard,false,,,"🧙 Tolaria","",148333,false,false,"Benjamin Ee"
"Seam Rip",1,"Enchantment",W,"eoe","34",uncommon,null,Not Owned,Non-foil,mainboard,false,,,"🌳 Gaea","",142681,false,false,"Sam Guay"
"Containment Priest",2,"Creature - Human Cleric",W,"c14","5",rare,null,Not Owned,Non-foil,mainboard,false,,,"🧙 Tolaria","",55177,false,false,"John Stanko"
"Atraxa, Grand Unifier",7,"Legendary Creature - Phyrexian Angel",BGUW,"one","316",mythic,null,Not Owned,Non-foil,mainboard,false,,,"🌳 Gaea","",106149,false,false,"Anato Finnstark"
"Frantic Search",3,"Instant",U,"ulg","32",common,null,Not Owned,Non-foil,mainboard,false,,,"🌳 Gaea","",12615,false,false,"Jeff Miracola"
"Emeritus of Abundance",3,"Creature - Elf Druid",G,"sos","145",mythic,null,Not Owned,Non-foil,mainboard,false,,,"🌳 Gaea","",149789,false,false,"Justyna Dura"
"Strip Mine",0,"Land",,"atq","82a",uncommon,null,Not Owned,Non-foil,mainboard,false,,,"🌳 Gaea","",-1,false,false,"Daniel Gelon"
"Wasteland",0,"Land",,"tmp","330",uncommon,null,Not Owned,Non-foil,mainboard,false,,,"🌳 Gaea","",10035,false,false,"Una Fricker"
"Echo of Eons",3,"Sorcery",U,"mb2","160",mythic,null,Not Owned,Non-foil,mainboard,false,,,"🌳 Gaea","",134244,false,false,"Victor Adame Minguez"
"Winds of Abandon",2,"Sorcery",W,"soa","12",mythic,null,Not Owned,Non-foil,mainboard,false,,,"🌳 Gaea","",148331,false,false,"Zuzanna Wużyk"
"Archon of Cruelty",8,"Creature - Archon",B,"mh2","342",mythic,null,Not Owned,Non-foil,mainboard,false,,,"🌳 Gaea","",-1,false,false,"Andrew Mar"
"Brazen Borrower",2,"Creature - Faerie Rogue",U,"eld","281",mythic,null,Not Owned,Non-foil,mainboard,false,,,"🧙 Tolaria","",-1,false,false,"Iris Compiet"
"Entomb",1,"Instant",B,"ody","132",rare,null,Not Owned,Non-foil,mainboard,false,,,"🌳 Gaea","",17047,false,false,"Ron Spears"
"Griselbrand",8,"Legendary Creature - Demon",B,"inr","381",mythic,null,Not Owned,Non-foil,mainboard,false,,,"🌳 Gaea","",135048,false,false,"Igor Kieryluk"
"Urza's Bauble",0,"Artifact",,"ice","343",uncommon,null,Not Owned,Non-foil,mainboard,false,,,"🧙 Tolaria","",-1,false,false,"Christopher Rush"
"Tear Asunder",2,"Instant",G,"dmu","183",uncommon,null,Not Owned,Non-foil,mainboard,false,,,"🧙 Tolaria","",102842,false,false,"Dave Kendall"
"Veil of Summer",1,"Instant",G,"soa","60",rare,null,Not Owned,Non-foil,mainboard,false,,,"🌳 Gaea","",148427,false,false,"Olena Richards"
"Fastbond",1,"Enchantment",G,"lea","192",rare,null,Not Owned,Non-foil,mainboard,false,,,"🌳 Gaea","",-1,false,false,"Mark Poole"
"Vampiric Tutor",1,"Instant",B,"vis","72",rare,null,Not Owned,Non-foil,mainboard,false,,,"🌳 Gaea","",7777,false,false,"Gary Leach"
"Natural Order",4,"Sorcery",G,"vis","114",rare,null,Not Owned,Non-foil,mainboard,false,,,"🌳 Gaea","",7647,false,false,"Terese Nielsen"
"Reckless Rage",1,"Instant",R,"plst","RIX-110",uncommon,null,Not Owned,Non-foil,mainboard,false,,,"🌳 Gaea","",-1,false,false,"Slawomir Maniak"
"Emeritus of Ideation",5,"Creature - Human Wizard",U,"sos","45",mythic,null,Not Owned,Non-foil,mainboard,false,,,"🌳 Gaea","",149589,false,false,"Evyn Fong"
"Survival of the Fittest",2,"Enchantment",G,"exo","129",rare,null,Not Owned,Non-foil,mainboard,false,,,"🧙 Tolaria","",10709,false,false,"Pete Venters"
"Clockwork Percussionist",1,"Artifact Creature - Monkey Toy",R,"dsk","295",common,null,Not Owned,Non-foil,mainboard,false,,,"🧙 Tolaria","",129957,false,false,"Eric Wilkerson"
"Ba Sing Se",0,"Land",,"tla","266",rare,Green,Not Owned,Non-foil,mainboard,false,,,"🌳 Gaea","",145024,false,false,"Andreas Rocha"
"Recurring Nightmare",3,"Enchantment",B,"exo","72",rare,null,Not Owned,Non-foil,mainboard,false,,,"🧙 Tolaria","",10583,false,false,"Jeff Laubenstein"
"Goblin Welder",1,"Creature - Goblin Artificer",R,"ulg","80",rare,null,Not Owned,Non-foil,mainboard,false,,,"🧙 Tolaria","",12561,false,false,"Scott M. Fischer"
"Does Machines",2,"Enchantment - Class",U,"tmt","34",rare,null,Not Owned,Non-foil,mainboard,false,,,"🧙 Tolaria","",147691,false,false,"Aeron Ng"
"Sewer-veillance Cam",1,"Artifact",U,"tmt","53",common,null,Not Owned,Non-foil,mainboard,false,,,"🧙 Tolaria","",147729,false,false,"Nicholas Gregory"
"Green Sun's Zenith",2,"Sorcery",G,"mbs","81",rare,null,Not Owned,Non-foil,mainboard,false,,,"🌳 Gaea","",39581,false,false,"David Rapoza"
"Collective Brutality",2,"Sorcery",B,"inr","375",rare,null,Not Owned,Non-foil,mainboard,false,,,"🌳 Gaea","",135036,false,false,"Johann Bodin"
"Faithless Looting",1,"Sorcery",R,"soc","244",common,null,Not Owned,Non-foil,mainboard,false,,,"🌳 Gaea","",148955,false,false,"Gabor Szikszai"
"Practiced Offense",3,"Sorcery",W,"sos","25",rare,null,Not Owned,Non-foil,mainboard,false,,,"🌳 Gaea","",149549,false,false,"Raluca Marinescu"
"Hardened Academic",2,"Creature - Bird Cleric",RW,"sos","194",rare,null,Not Owned,Non-foil,mainboard,false,,,"🧙 Tolaria","",149887,false,false,"Vincent Christiaens"
"Bandage",1,"Instant",W,"sth","1",common,null,Not Owned,Non-foil,mainboard,false,,,"🌳 Gaea","",10187,false,false,"Rebecca Guay"
"Informed Inkwright",2,"Creature - Human Wizard",W,"sos","20",rare,null,Not Owned,Non-foil,mainboard,false,,,"🌳 Gaea","",149539,false,false,"Nia Kovalevski"
"Stirring Hopesinger",3,"Creature - Bird Bard",W,"sos","35",rare,null,Not Owned,Non-foil,mainboard,false,,,"🌳 Gaea","",149569,false,false,"Cristi Balanescu"
"Legolas's Quick Reflexes",1,"Instant",G,"ltc","537",rare,null,Not Owned,Non-foil,mainboard,false,,,"🌳 Gaea","",-1,false,false,"Jason Rainville"
"Laelia, the Blade Reforged",3,"Legendary Creature - Spirit Warrior",R,"soc","246",rare,null,Not Owned,Non-foil,mainboard,false,,,"🌳 Gaea","",148959,false,false,"Wisnu Tan"
"Novice Inspector",1,"Creature - Human Detective",W,"mkm","29",common,null,Not Owned,Non-foil,mainboard,false,,,"🧙 Tolaria","",121546,false,false,"Fajareka Setiawan"
"Collector Ouphe",2,"Creature - Ouphe",G,"mh1","158",rare,null,Not Owned,Non-foil,mainboard,false,,,"🌳 Gaea","",72688,false,false,"Filip Burburan"
"Archon of Emeria",3,"Creature - Archon",W,"znr","4",rare,null,Not Owned,Non-foil,mainboard,false,,,"🧙 Tolaria","",82943,false,false,"Ryan Pancoast"
"Keen-Eyed Curator",2,"Creature - Raccoon Scout",G,"blb","322",rare,null,Not Owned,Non-foil,mainboard,false,,,"🧙 Tolaria","",129057,false,false,"Mariah Tekulve"
"Opposition Agent",3,"Creature - Human Rogue",B,"cmr","141",rare,null,Not Owned,Non-foil,mainboard,false,,,"🌳 Gaea","",85064,false,false,"Scott Murphy"
"Hullbreacher",3,"Creature - Merfolk Pirate",U,"mb2","124",rare,null,Not Owned,Non-foil,mainboard,false,,,"🌳 Gaea","",134142,false,false,"Sidharth Chaturvedi"
"Time Spiral",6,"Sorcery",U,"usg","103",rare,null,Not Owned,Non-foil,mainboard,false,,,"🌳 Gaea","",12385,false,false,"Michael Sutfin"
"Sneak Attack",4,"Enchantment",R,"usg","218",rare,null,Not Owned,Non-foil,mainboard,false,,,"🌳 Gaea","",12399,false,false,"Jerry Tiritilli"
"Esper Sentinel",1,"Artifact Creature - Human Soldier",W,"mh2","328",rare,null,Not Owned,Non-foil,mainboard,false,,,"🧙 Tolaria","",-1,false,false,"Eric Deschamps"
"Shallow Grave",2,"Instant",B,"mir","141",rare,null,Not Owned,Non-foil,mainboard,false,,,"🌳 Gaea","",7297,false,false,"John Coulthart"
"Worldspine Wurm",11,"Creature - Wurm",G,"sld","1305",mythic,null,Not Owned,Non-foil,mainboard,false,,,"🌳 Gaea","",-1,false,false,"Ryan Alexander Lee"
"Flash",2,"Instant",U,"mir","66",rare,null,Not Owned,Non-foil,mainboard,false,,,"🌳 Gaea","",6981,false,false,"David Ho"
"Avacyn's Pilgrim",1,"Creature - Human Monk",G,"isd","170",common,null,Not Owned,Non-foil,mainboard,false,,,"🌳 Gaea","",42678,false,false,"Jana Schirmer & Johannes Voss"
"Summon: Yojimbo",4,"Enchantment Creature - Saga Samurai",W,"fic","196",rare,White,Not Owned,Non-foil,mainboard,false,"https://cards.scryfall.io/normal/front/f/b/fb7f1e73-183f-4041-907d-700e248ac5af.jpg?1775114802",,"🧙 Tolaria","",140853,false,false,"Hisashi Momose"
"Professor Dellian Fel",4,"Legendary Planeswalker - Dellian",BG,"sos","214",mythic,null,Not Owned,Non-foil,mainboard,false,,,"🌳 Gaea","",149927,false,false,"Lie Setiawan"
"Elite Interceptor",1,"Creature - Human Wizard",W,"sos","12",common,null,Not Owned,Non-foil,mainboard,false,,,"🌳 Gaea","",149523,false,false,"Lindsey Look"
"Environmental Scientist",2,"Creature - Human Druid",G,"sos","147",uncommon,null,Not Owned,Non-foil,mainboard,false,,,"🧙 Tolaria","",149793,false,false,"Piotr Dura"
"Through the Breach",5,"Instant - Arcane",R,"inr","404",mythic,null,Not Owned,Non-foil,mainboard,false,,,"🌳 Gaea","",135094,false,false,"Randy Vargas"
"Raven Eagle",3,"Creature - Bird Assassin",B,"tla","324",rare,null,Not Owned,Non-foil,mainboard,false,,,"🧙 Tolaria","",145150,false,false,"Vincent Coviello"
"Indatha Triome",0,"Land - Plains Swamp Forest",,"iko","309",rare,null,Not Owned,Non-foil,mainboard,false,,,"🧙 Tolaria","",-1,false,false,"Robbie Trevino"
"Raugrin Triome",0,"Land - Island Mountain Plains",,"iko","311",rare,null,Not Owned,Non-foil,mainboard,false,,,"🧙 Tolaria","",-1,false,false,"Robbie Trevino"
"Ketria Triome",0,"Land - Forest Island Mountain",,"iko","310",rare,null,Not Owned,Non-foil,mainboard,false,,,"🧙 Tolaria","",-1,false,false,"Robbie Trevino"
"Zagoth Triome",0,"Land - Swamp Forest Island",,"iko","313",rare,null,Not Owned,Non-foil,mainboard,false,,,"🧙 Tolaria","",-1,false,false,"Robbie Trevino"
"Jetmir's Garden",0,"Land - Mountain Forest Plains",,"snc","351",rare,null,Not Owned,Non-foil,mainboard,false,,,"🌳 Gaea","",-1,false,false,"BEMOCS"
"Xander's Lounge",0,"Land - Island Swamp Mountain",,"snc","294",rare,null,Not Owned,Non-foil,mainboard,false,,,"🌳 Gaea","",-1,false,false,"Dominik Mayer"
"Raffine's Tower",0,"Land - Plains Island Swamp",,"snc","353",rare,null,Not Owned,Non-foil,mainboard,false,,,"🌳 Gaea","",-1,false,false,"Elektrodeko"
"Spara's Headquarters",0,"Land - Forest Plains Island",,"snc","355",rare,null,Not Owned,Non-foil,mainboard,false,,,"🌳 Gaea","",-1,false,false,"WFlemming Illustration"
"Savai Triome",0,"Land - Mountain Plains Swamp",,"iko","312",rare,null,Not Owned,Non-foil,mainboard,false,,,"🧙 Tolaria","",-1,false,false,"Robbie Trevino"
"Ziatora's Proving Ground",0,"Land - Swamp Mountain Forest",,"snc","295",rare,null,Not Owned,Non-foil,mainboard,false,,,"🌳 Gaea","",-1,false,false,"Dominik Mayer"
"Hunter's Talent",2,"Enchantment - Class",G,"blb","179",uncommon,null,Not Owned,Non-foil,mainboard,false,,,"🌳 Gaea","",129603,false,false,"Kisung Koh"
"Sandstorm Salvager",3,"Creature - Human Artificer",G,"big","19",mythic,null,Not Owned,Non-foil,mainboard,false,,,"🧙 Tolaria","",125399,false,false,"Francis Tneh"
"Doctor Doom, Unrivaled",4,"Legendary Creature - Human Sorcerer Villain",B,"msc","654",mythic,null,Not Owned,Non-foil,mainboard,false,,,"🌳 Gaea","",151757,false,false,"Vilhelmas Banys"
"The Fantasticar",3,"Legendary Artifact - Vehicle",,"msc","104",rare,null,Not Owned,Non-foil,mainboard,false,,,"🧙 Tolaria","",150647,false,false,"Maxim Ruabtsev"
"The Wondrous Wasp",2,"Legendary Creature - Human Hero",U,"msh","84",rare,null,Not Owned,Non-foil,mainboard,false,,,"🧙 Tolaria","",152355,false,false,"Gal Or"
"Woodfall Primus",8,"Creature - Treefolk Shaman",G,"shm","135",rare,null,Not Owned,Non-foil,mainboard,false,,,"🌳 Gaea","",29589,false,false,"Adam Rex"
"Insidious Roots",2,"Enchantment",BG,"mkm","313",uncommon,null,Not Owned,Non-foil,mainboard,false,,,"🧙 Tolaria","",121208,false,false,"Monztre"
"Spellseeker",3,"Creature - Human Wizard",U,"bbd","41",rare,null,Not Owned,Non-foil,mainboard,false,,,"🌳 Gaea","",68810,false,false,"Igor Kieryluk"
"Appa, Steadfast Guardian",4,"Legendary Creature - Bison Ally",W,"tla","316",mythic,null,Not Owned,Non-foil,mainboard,false,,,"🌳 Gaea","",145134,false,false,"Ilse Gort"
"Practiced Scrollsmith",3,"Creature - Dwarf Cleric",RW,"sos","210",uncommon,null,Not Owned,Non-foil,mainboard,false,,,"🌳 Gaea","",149919,false,false,"Loïc Canavaggia"
"Okoye, Mighty and Adored",4,"Legendary Creature - Human Warrior Hero",GW,"msc","89",rare,null,Not Owned,Non-foil,mainboard,false,,,"🌳 Gaea","",150617,false,false,"Aniekan Udofia"
"Batroc the Leaper",2,"Legendary Creature - Human Villain",R,"msc","49",rare,null,Not Owned,Non-foil,mainboard,false,,,"🌳 Gaea","",150537,false,false,"Lucio Parrillo"
"Thor, God of Thunder",5,"Legendary Creature - God Warrior Hero",R,"msh","156",mythic,null,Not Owned,Non-foil,mainboard,false,,,"🌳 Gaea","",152499,false,false,"Jesper Ejsing"
"Force of Vigor",0,"Instant",G,"sld","2304",rare,null,Not Owned,Non-foil,mainboard,false,,,"🌳 Gaea","",-1,false,false,"Dalton Pencarinha"
"Seething Song",3,"Instant",R,"mrd","104",common,null,Not Owned,Non-foil,mainboard,false,,,"🌳 Gaea","",19991,false,false,"Martina Pilcerova"
"Chandra, Hope's Beacon",6,"Legendary Planeswalker - Chandra",R,"mom","134",mythic,null,Not Owned,Non-foil,mainboard,false,,,"🌳 Gaea","",110116,false,false,"Kieran Yanner"
"Bilbo, Thief in the Night",2,"Legendary Creature - Halfling Rogue",U,"hob","219",mythic,null,Not Owned,Non-foil,mainboard,false,,,"🌳 Gaea","",154488,false,false,"Ashley Mackenzie"
"Unable to Scream",1,"Enchantment - Aura",U,"dsk","78",common,null,Not Owned,Non-foil,mainboard,false,,,"🧙 Tolaria","",130287,false,false,"Fariba Khamseh"
"Mind Twist",4,"Sorcery",B,"lea","115",rare,null,Not Owned,Non-foil,mainboard,false,,,"🧙 Tolaria","",-1,false,false,"Julie Baroh"
"Birthing Ritual",2,"Enchantment",G,"mh3","146",mythic,null,Not Owned,Non-foil,mainboard,false,,,"🧙 Tolaria","",126309,false,false,"Drew Tucker"
"Emrakul, the Aeons Torn",15,"Legendary Creature - Eldrazi",,"roe","4",mythic,null,Not Owned,Non-foil,mainboard,false,,,"🌳 Gaea","",36396,false,false,"Mark Tedin"
"Honor",1,"Sorcery",W,"eoe","21",uncommon,null,Not Owned,Non-foil,mainboard,false,,,"🌳 Gaea","",142655,false,false,"Eli Minaya"
"Jacked Rabbit",2,"Creature - Rabbit Warrior",W,"blc","45",rare,null,Owned,Non-foil,mainboard,false,,,"🌳 Gaea","",128199,false,false,"Scott Murphy"
"Lightning Greaves",2,"Artifact - Equipment",,"drc","55",uncommon,null,Not Owned,Non-foil,mainboard,false,,,"🌳 Gaea","",137279,false,false,"Brigitte Roka & Clifton Stommel"
"Dress Down",2,"Enchantment",U,"h2r","4",rare,null,Not Owned,Non-foil,mainboard,false,,,"🧙 Tolaria","",125531,false,false,"Iain McCaig"
"Tishana's Tidebinder",3,"Creature - Merfolk Wizard",U,"lci","81",rare,null,Not Owned,Non-foil,mainboard,false,,,"🧙 Tolaria","",117962,false,false,"Nino Vecia"
"Forth Eorlingas!",4,"Sorcery",RW,"ltc","460",rare,null,Not Owned,Non-foil,mainboard,false,,,"🧙 Tolaria","",120010,false,false,"Filipe Pagliuso"
"Minsc & Boo, Timeless Heroes",4,"Legendary Planeswalker - Minsc",GR,"clb","285",mythic,null,Not Owned,Non-foil,mainboard,false,,,"🌳 Gaea","",100608,false,false,"Andreas Zafiratos"
"Astrologian's Planisphere",2,"Artifact - Equipment",U,"fin","581",rare,null,Owned,Non-foil,mainboard,false,,,"🌳 Gaea","",-1,false,false,"Josephine Chang"
"Anje's Ravager",2,"Creature - Vampire Berserker",R,"j25","517",rare,null,Not Owned,Non-foil,mainboard,false,,,"🧙 Tolaria","",-1,false,false,"Antonio José Manzanedo"
"Enduring Innocence",3,"Enchantment Creature - Sheep Glimmer",W,"dsk","6",rare,null,Not Owned,Non-foil,mainboard,false,,,"🧙 Tolaria","",130143,false,false,"Liiga Smilshkalne"
"Generous Plunderer",2,"Creature - Human Rogue",R,"big","41",mythic,null,Not Owned,Non-foil,mainboard,false,,,"🌳 Gaea","",125249,false,false,"Josiah ""Jo"" Cameron"
"Commercial District",0,"Land - Mountain Forest",,"mkm","259",rare,null,Not Owned,Non-foil,mainboard,false,,,"🧙 Tolaria","",122010,false,false,"Julian Kok Joon Wen"
"City of Traitors",0,"Land",,"exo","143",rare,null,Not Owned,Non-foil,mainboard,false,,,"🌳 Gaea","",10685,false,false,"Kev Walker"
"Thragtusk",5,"Creature - Beast",G,"sld","238",rare,null,Not Owned,Non-foil,mainboard,false,,,"🧙 Tolaria","",-1,false,false,"Alexandre Chaudret"
"The Legend of Roku",4,"Enchantment - Saga",R,"tla","145",mythic,null,Not Owned,Non-foil,mainboard,false,,,"🌳 Gaea","",144772,false,false,"Song Qijin"
"Delayed Blast Fireball",3,"Instant",R,"clb","676",rare,null,Not Owned,Non-foil,mainboard,false,,,"🌳 Gaea","",101448,false,false,"Andreas Zafiratos"
"Drake Hatcher",2,"Creature - Human Wizard",U,"fdn","35",rare,null,Not Owned,Non-foil,mainboard,false,,,"🌳 Gaea","",133638,false,false,"Chris Rallis"
"Cabal Ritual",2,"Instant",B,"tor","51",common,null,Not Owned,Non-foil,mainboard,false,,,"🌳 Gaea","",17191,false,false,"Greg Hildebrandt"
"Ledger Shredder",2,"Creature - Bird Advisor",U,"snc","46",rare,null,Not Owned,Non-foil,mainboard,false,,,"🌳 Gaea","",98311,false,false,"Mila Pesic"
"Superior Spider-Man",4,"Legendary Creature - Spider Human Hero",BU,"spm","155",rare,null,Not Owned,Non-foil,mainboard,false,,,"🧙 Tolaria","",153553,false,false,"Carlos Dattoli"
"Thought Scour",1,"Instant",U,"dka","52",common,null,Not Owned,Non-foil,mainboard,false,,,"🌳 Gaea","",43399,false,false,"David Rapoza"
"Necropotence",3,"Enchantment",B,"ice","154",rare,null,Not Owned,Non-foil,mainboard,false,,,"🌳 Gaea","",-1,false,false,"Mark Tedin"
"Vengevine",0,"Creature - Elemental",G,"roe","212",mythic,null,Not Owned,Non-foil,mainboard,false,,,"🧙 Tolaria","",36540,false,false,"Raymond Swanland"
"Demonic Consultation",1,"Instant",B,"ice","121",uncommon,null,Not Owned,Non-foil,mainboard,false,,,"🌳 Gaea","",-1,false,false,"Rob Alexander"
"Time Vault",2,"Artifact",,"lea","274",rare,null,Not Owned,Non-foil,mainboard,false,,,"🧙 Tolaria","",-1,false,false,"Mark Tedin"
"Voltaic Key",1,"Artifact",,"usg","314",uncommon,null,Not Owned,Non-foil,mainboard,false,,,"🧙 Tolaria","",12087,false,false,"Henry G. Higginbotham"
"Boseiju, Who Endures",0,"Legendary Land",,"neo","501",rare,Green,Not Owned,Non-foil,mainboard,false,,,"🌳 Gaea","",-1,false,false,"Chris Ostrowski"
"The Earth King",4,"Legendary Creature - Human Noble Ally",G,"tla","344",rare,null,Not Owned,Non-foil,mainboard,false,,,"🧙 Tolaria","",145428,false,false,"Brigitte Roka & Clifton Stommel"
"Force of Negation",0,"Instant",U,"mh1","52",rare,null,Not Owned,Non-foil,mainboard,false,,,"🧙 Tolaria","",72476,false,false,"Paul Scott Canavan"
"Mana Tithe",1,"Instant",W,"plc","25",common,null,Not Owned,Non-foil,mainboard,false,,,"🌳 Gaea","",26511,false,false,"Martina Pilcerova"
"Force Spike",1,"Instant",U,"leg","58",common,null,Not Owned,Non-foil,mainboard,false,,,"🌳 Gaea","",-1,false,false,"Bryon Wackwitz"
"Glorybringer",5,"Creature - Dragon",R,"tdc","215",rare,null,Not Owned,Non-foil,mainboard,false,,,"🌳 Gaea","",138367,false,false,"Sam Burley"
"Oswald Fiddlebender",2,"Legendary Creature - Gnome Artificer",W,"afr","304",rare,null,Not Owned,Non-foil,mainboard,false,,,"🧙 Tolaria","",-1,false,false,"Phil Stone"
"Exhibition Tidecaller",1,"Creature - Djinn Wizard",U,"sos","48",rare,null,Not Owned,Non-foil,mainboard,false,,,"🌳 Gaea","",149595,false,false,"Tulio Brito"
"Expedition Map",1,"Artifact",,"zen","201",common,null,Not Owned,Non-foil,mainboard,false,,,"🧙 Tolaria","",34832,false,false,"Franz Vohwinkel"
"Candelabra of Tawnos",1,"Artifact",,"atq","43",rare,null,Not Owned,Non-foil,mainboard,false,,,"🧙 Tolaria","",-1,false,false,"Douglas Shuler"
"Karakas",0,"Legendary Land",,"leg","303",uncommon,null,Not Owned,Non-foil,mainboard,false,,,"🧙 Tolaria","",-1,false,false,"Nicola Leonard"
"Might of the Meek",1,"Instant",R,"blb","144",common,null,Not Owned,Non-foil,mainboard,false,,,"🌳 Gaea","",129533,false,false,"Danny Schwartz"
"Flametongue Kavu",4,"Creature - Kavu",R,"pls","60",uncommon,null,Not Owned,Non-foil,mainboard,false,,,"🧙 Tolaria","",15267,false,false,"Pete Venters"
"Elvish Mystic",1,"Creature - Elf Druid",G,"sld","475",rare,null,Not Owned,Non-foil,mainboard,false,,,"🌳 Gaea","",-1,false,false,"Magali Villeneuve"
